geopixel,auc
110_412,0.8240740740740741
110_413,0.8827586206896552
110_414,0.846749226006192
110_415,0.8303167420814479
110_416,0.8522727272727273
110_417,0.7739938080495357
110_418,0.8690909090909091
110_419,0.8666666666666667
110_420,0.8444444444444444
110_421,0.8
110_422,0.7857142857142857
110_423,0.8422459893048129
110_424,0.8952380952380953
110_425,0.8440545808966862
110_426,0.9595959595959596
110_427,0.6640625
110_428,0.8075396825396824
110_429,0.8560606060606061
110_430,0.8451612903225806
110_431,0.8835978835978836
110_432,0.8574074074074074
110_433,0.8184523809523809
110_434,0.8516260162601627
110_435,0.8722527472527473
110_436,0.8147512864493996
110_437,0.7759259259259259
110_438,0.7999999999999999
110_439,0.8034188034188036
110_440,0.8125
110_441,0.953125
110_442,1.0
110_443,0.7333333333333334
110_444,0.7857142857142857
110_445,0.8979591836734693
110_446,0.8770053475935828
110_447,0.8062283737024223
110_448,0.7430769230769231
110_449,0.8282051282051283
110_450,0.9346590909090909
110_451,0.8093306288032454
110_452,0.7919799498746867
110_453,0.7697368421052632
110_454,0.8899999999999999
110_455,0.7795698924731184
110_456,0.8108108108108109
110_457,0.8802083333333333
110_458,0.8571428571428572
110_459,0.701923076923077
110_460,0.9
111_408,0.0
111_409,0.7750000000000001
111_410,0.8650519031141868
111_411,0.9040404040404041
111_412,0.7743506493506495
111_413,0.8251748251748252
111_414,0.8347953216374269
111_415,0.8698347107438017
111_416,0.8459595959595959
111_417,0.8614634146341463
111_418,0.7369230769230769
111_419,0.8849206349206349
111_420,0.8044444444444444
111_421,0.8805668016194331
111_422,0.9025974025974025
111_423,0.8428571428571429
111_424,0.673469387755102
111_425,0.6805555555555556
111_426,0.7681818181818182
111_427,0.9393939393939394
111_428,0.8421052631578947
111_429,0.8589285714285714
111_430,0.8319444444444444
111_431,0.697391304347826
111_432,0.8261904761904763
111_433,0.9016602809706258
111_434,0.8454545454545455
111_435,0.9021739130434783
111_436,0.830078125
111_437,0.8055555555555556
111_438,0.9063545150501672
111_439,0.8533057851239669
111_440,0.8571428571428572
111_441,0.7272727272727273
111_442,0.8983957219251337
111_443,0.7
111_444,0.9523809523809524
111_445,0.9388888888888889
111_446,0.8591269841269842
111_447,0.9220085470085471
111_448,0.7731864095500459
111_449,0.789247311827957
111_450,0.8747763864042933
111_451,0.7067307692307692
111_452,0.7946859903381642
111_453,0.8787878787878788
111_454,0.8739224137931034
111_455,0.8787878787878789
111_456,0.9329268292682927
111_457,0.7491582491582491
111_458,0.8236331569664904
111_459,0.8857142857142857
111_460,0.942857142857143
111_461,-1.0
112_408,0.7
112_409,0.8125
112_410,0.8256410256410256
112_411,0.7825
112_412,0.8196969696969697
112_413,0.9166666666666666
112_414,0.8303030303030303
112_415,0.8791423001949318
112_416,0.7161458333333333
112_417,0.7955555555555556
112_418,0.7942708333333333
112_419,0.7473958333333334
112_420,0.8784722222222222
112_421,0.9003831417624522
112_422,0.8462962962962963
112_423,0.8705357142857143
112_424,0.8609022556390976
112_425,0.7738095238095237
112_426,0.9368421052631578
112_427,0.8951048951048951
112_428,0.8088235294117647
112_429,0.7418181818181817
112_430,0.7593167701863354
112_431,0.8610526315789474
112_432,0.8958333333333334
112_433,0.8666666666666666
112_434,0.853763440860215
112_435,0.8194103194103194
112_436,0.7916666666666666
112_437,0.7343358395989975
112_438,0.8263157894736842
112_439,0.7558528428093645
112_440,0.9199999999999999
112_441,0.9166666666666666
112_442,0.7851851851851852
112_443,0.75
112_444,0.7402597402597403
112_445,0.6749999999999999
112_446,0.7435897435897436
112_447,0.7296650717703349
112_448,0.7716049382716049
112_449,0.8480392156862745
112_450,0.7450980392156862
112_451,0.8067226890756303
112_452,0.8628257887517147
112_453,0.8888888888888888
112_454,0.8618881118881119
112_455,0.7724867724867726
112_456,0.8026315789473685
112_457,0.8561403508771931
112_458,0.7845849802371542
112_459,0.8397435897435898
112_460,0.8076923076923077
112_461,1.0
113_408,1.0
113_409,0.9571428571428572
113_410,0.8775510204081634
113_411,0.7924107142857143
113_412,0.84375
113_413,0.7373626373626374
113_414,0.9419354838709677
113_415,0.8073170731707318
113_416,0.7412587412587412
113_417,0.782991202346041
113_418,0.868421052631579
113_419,0.9166666666666666
113_420,0.8
113_421,0.7826086956521738
113_422,0.8071253071253072
113_423,0.7788697788697788
113_424,0.6674208144796381
113_425,0.8541666666666667
113_426,0.7252747252747253
113_427,0.8887362637362637
113_428,0.873015873015873
113_429,0.8885630498533724
113_430,0.6699999999999999
113_431,0.739766081871345
113_432,0.6428571428571429
113_433,0.8833333333333334
113_434,0.8116883116883117
113_435,0.8216374269005847
113_436,0.8185483870967742
113_437,0.8475935828877005
113_438,0.9008620689655172
113_439,0.7844827586206896
113_440,0.8690476190476191
113_441,0.8148148148148149
113_442,0.8148148148148149
113_443,0.7500000000000001
113_444,0.8333333333333334
113_445,0.7589285714285715
113_446,0.95
113_447,0.8287037037037037
113_448,0.8458333333333334
113_449,0.8461538461538461
113_450,0.8212074303405572
113_451,0.7553107789142407
113_452,0.8722002635046114
113_453,0.8373590982286634
113_454,0.8238095238095238
113_455,0.7366255144032922
113_456,0.8844444444444445
113_457,0.8849206349206349
113_458,0.7925925925925926
113_459,0.753968253968254
113_460,0.7833333333333334
113_461,-1.0
114_408,-1.0
114_409,0.5555555555555556
114_410,0.9513888888888888
114_411,0.9270833333333333
114_412,0.9111111111111111
114_413,0.8809523809523809
114_414,0.8385714285714286
114_415,0.8083333333333333
114_416,0.7020833333333334
114_417,0.8176470588235295
114_418,0.8645484949832777
114_419,0.8306878306878308
114_420,0.68
114_421,0.8111111111111111
114_422,0.9111111111111112
114_423,0.7119113573407203
114_424,0.8637770897832817
114_425,0.7009803921568627
114_426,0.9217391304347826
114_427,0.8701298701298701
114_428,0.858843537414966
114_429,0.8636363636363636
114_430,0.8333333333333333
114_431,0.8117647058823529
114_432,1.0
114_433,0.7714285714285714
114_434,0.7326007326007327
114_435,0.8823529411764706
114_436,0.8464285714285714
114_437,0.9440559440559441
114_438,0.8
114_439,0.8981481481481481
114_440,0.8733333333333333
114_441,0.86
114_442,0.77
114_443,0.6942148760330578
114_444,0.8333333333333333
114_445,0.7777777777777778
114_446,0.75
114_447,0.86
114_448,0.78
114_449,0.8755980861244019
114_450,0.7338709677419355
114_451,0.8722002635046113
114_452,0.8680555555555556
114_453,0.8176470588235294
114_454,0.869328493647913
114_455,0.8245614035087719
114_456,0.8678787878787879
114_457,0.737891737891738
114_458,0.8030888030888031
114_459,0.83203125
114_460,0.7625
114_461,-1.0
115_408,-1.0
115_409,0.7666666666666666
115_410,0.8125
115_411,0.798941798941799
115_412,0.7931818181818181
115_413,0.609907120743034
115_414,0.8977272727272727
115_415,0.7142857142857142
115_416,0.8333333333333334
115_417,0.6597222222222222
115_418,0.8333333333333334
115_419,0.828125
115_420,0.7115384615384615
115_421,0.8205128205128206
115_422,0.7152777777777778
115_423,0.8131868131868132
115_424,0.7066666666666667
115_425,0.9154411764705882
115_426,0.9448529411764706
115_427,0.9090909090909091
115_428,0.9402298850574713
115_429,0.7592592592592592
115_430,0.7351778656126482
115_431,0.6944444444444444
115_432,0.8333333333333333
115_433,0.8421052631578947
115_434,0.8461538461538463
115_435,0.8814814814814815
115_436,0.7559808612440192
115_437,0.8974358974358975
115_438,0.7420634920634921
115_439,0.883116883116883
115_440,0.6339869281045751
115_441,0.7959183673469388
115_442,0.6233766233766234
115_443,0.9428571428571428
115_444,0.8125
115_445,0.7314814814814815
115_446,0.8235294117647058
115_447,0.8920454545454546
115_448,0.8993506493506493
115_449,0.7403846153846154
115_450,0.8617283950617284
115_451,0.7891737891737892
115_452,0.8166666666666667
115_453,0.8125000000000001
115_454,0.7643243243243243
115_455,0.9210526315789473
115_456,0.7810344827586206
115_457,0.7705882352941176
115_458,0.8741496598639455
115_459,0.6994047619047619
115_460,0.9358974358974359
115_461,-1.0
116_408,0.8333333333333333
116_409,0.7454545454545455
116_410,0.8492647058823529
116_411,0.8981481481481481
116_412,0.756043956043956
116_413,0.8630952380952381
116_414,0.8310185185185185
116_415,0.7207792207792209
116_416,0.8977272727272727
116_417,0.9400921658986175
116_418,0.8222222222222222
116_419,0.8886956521739131
116_420,0.953781512605042
116_421,0.8516746411483254
116_422,0.7521367521367522
116_423,0.9312169312169313
116_424,0.8571428571428571
116_425,0.7151702786377709
116_426,0.7314814814814815
116_427,0.7719298245614035
116_428,0.8202898550724638
116_429,0.907051282051282
116_430,0.8222222222222223
116_431,0.961038961038961
116_432,0.7878787878787878
116_433,0.8424242424242424
116_434,0.9134615384615384
116_435,0.8701298701298702
116_436,0.8578947368421053
116_437,0.8500000000000001
116_438,0.8
116_439,0.9523809523809523
116_440,0.7222222222222222
116_441,0.6428571428571428
116_442,0.8916666666666667
116_443,0.8592592592592593
116_444,0.92
116_445,0.7916666666666666
116_446,0.8351648351648352
116_447,0.8765432098765432
116_448,0.8234295415959253
116_449,0.81875
116_450,0.8252351097178683
116_451,0.9108796296296295
116_452,0.7587412587412588
116_453,0.8181818181818182
116_454,0.8451612903225806
116_455,0.8966049382716049
116_456,0.8267857142857142
116_457,0.8990384615384615
116_458,0.8295454545454546
116_459,0.6499999999999999
116_460,0.8500000000000001
116_461,-1.0
117_408,1.0
117_409,0.9777777777777779
117_410,0.8375
117_411,0.788888888888889
117_412,0.8333333333333333
117_413,0.8535714285714286
117_414,0.7931034482758621
117_415,0.8639455782312925
117_416,0.8878205128205128
117_417,0.7857142857142857
117_418,0.9555555555555556
117_419,0.843915343915344
117_420,0.7740384615384616
117_421,0.8074534161490683
117_422,0.816
117_423,0.7051282051282052
117_424,0.7083333333333334
117_425,0.875
117_426,0.7944444444444444
117_427,0.8492307692307691
117_428,0.7631184407796102
117_429,0.8121693121693122
117_430,0.7607655502392345
117_431,0.925
117_432,0.9047619047619047
117_433,0.8461538461538461
117_434,0.8303571428571428
117_435,0.73109243697479
117_436,0.8630952380952381
117_437,0.7142857142857142
117_438,0.5
117_439,0.796875
117_440,0.6083333333333333
117_441,0.44999999999999996
117_442,0.9230769230769231
117_443,0.8645833333333334
117_444,0.8186274509803922
117_445,0.7577854671280276
117_446,0.7333333333333334
117_447,0.8333333333333334
117_448,0.8533834586466166
117_449,0.7972222222222222
117_450,0.7652509652509653
117_451,0.8518518518518519
117_452,0.8157327586206897
117_453,0.8769804287045666
117_454,0.7474012474012475
117_455,0.7563025210084033
117_456,0.8868778280542987
117_457,0.8412698412698413
117_458,0.8668478260869565
117_459,0.8
117_460,0.875
117_461,-1.0
118_408,0.75
118_409,0.8800000000000001
118_410,0.8431372549019607
118_411,0.803763440860215
118_412,0.7515151515151516
118_413,0.7944444444444444
118_414,0.825657894736842
118_415,0.8703703703703703
118_416,0.7896825396825398
118_417,0.8101851851851852
118_418,0.8761904761904762
118_419,0.6666666666666666
118_420,0.7911764705882353
118_421,0.9152046783625731
118_422,0.8422619047619048
118_423,0.8269230769230769
118_424,0.7407407407407408
118_425,0.7559808612440191
118_426,0.7894736842105263
118_427,0.7389705882352942
118_428,0.8774597495527727
118_429,0.8888888888888888
118_430,0.8765432098765432
118_431,0.6799999999999999
118_432,0.9305555555555556
118_433,0.8232323232323232
118_434,0.8968253968253967
118_435,0.8333333333333333
118_436,0.8407407407407408
118_437,0.7959183673469388
118_438,0.8557692307692308
118_439,0.807843137254902
118_440,0.9454545454545454
118_441,0.6444444444444445
118_442,0.890625
118_443,0.8703703703703705
118_444,0.95
118_445,0.7683823529411765
118_446,0.7000000000000001
118_447,0.7296296296296296
118_448,0.8645833333333334
118_449,0.7931034482758621
118_450,0.8597475455820477
118_451,0.8695652173913043
118_452,0.8414746543778803
118_453,0.7299741602067183
118_454,0.7896825396825397
118_455,0.8425925925925926
118_456,0.6904761904761906
118_457,0.7750865051903114
118_458,0.8518518518518519
118_459,0.8857142857142858
118_460,0.7749999999999999
118_461,-1.0
119_408,0.9192307692307692
119_409,0.881861877055401
119_410,0.8659649122807018
119_411,0.8565061107117181
119_412,0.8165007112375533
119_413,0.8632538569424965
119_414,0.8426927101499825
119_415,0.7699020859940401
119_416,0.8389724310776943
119_417,0.7929676511954993
119_418,0.7712169312169311
119_419,0.8053968253968254
119_420,0.7464574898785425
119_421,0.7967097532314923
119_422,0.8182707355242568
119_423,0.7467605633802816
119_424,0.7873846153846155
119_425,0.8535235256546732
119_426,0.7899305555555556
119_427,0.8569931901519119
119_428,0.8381877022653722
119_429,0.7897536394176933
119_430,0.8207446808510638
119_431,0.8987993138936535
119_432,0.8952380952380953
119_433,0.8299253937551809
119_434,0.8711430575035064
119_435,0.8725563909774436
119_436,0.8220496894409939
119_437,0.7998575498575499
119_438,0.8071604938271605
119_439,0.8196097883597884
119_440,0.7699564586357039
119_441,0.7701149425287356
119_442,0.8509689590121762
119_443,0.7842620481927711
119_444,0.8022544283413849
119_445,0.8568542568542569
119_446,0.8728246318607763
119_447,0.82360440761315
119_448,0.7912844036697247
119_449,0.8391194968553459
119_450,0.8198692810457516
119_451,0.8825601879036993
119_452,0.8117664106651211
119_453,0.8482142857142857
119_454,0.79301489470981
119_455,0.7939285714285714
119_456,0.864940387481371
119_457,0.8219272369714848
119_458,0.8524077548467793
119_459,0.8831168831168831
119_460,0.7500000000000001
119_461,-1.0
120_410,0.8717241379310344
120_411,0.8399725274725275
120_412,0.8452696728558797
120_413,0.84765625
120_414,0.7746806039488966
120_415,0.7896389324960753
120_416,0.8554166666666667
120_417,0.876771833561957
120_418,0.7983660130718955
120_419,0.8395238095238096
120_420,0.7989783653846154
120_421,0.8596813725490197
120_422,0.8934240362811791
120_423,0.9123809523809524
120_424,0.8048659384309832
120_425,0.8127325341050021
120_426,0.8576998050682261
120_427,0.8329633740288569
120_428,0.8145781907942501
120_429,0.7765804597701149
120_430,0.8277197057684862
120_431,0.8105872622001654
120_432,0.7526881720430108
120_433,0.8329026701119725
120_434,0.7837837837837838
120_435,0.8602150537634409
120_436,0.8280060882800608
120_437,0.8008314436885865
120_438,0.8419452887537995
120_439,0.8090465872156013
120_440,0.8135135135135135
120_441,0.7927536231884058
120_442,0.8310393925011865
120_443,0.8280590717299579
120_444,0.8034803480348034
120_445,0.8657777777777778
120_446,0.8335164835164836
120_447,0.8588235294117647
120_448,0.8259823576583801
120_449,0.8460144927536232
120_450,0.8032520325203252
120_451,0.8555950470075671
120_452,0.8688936781609194
120_453,0.8671369782480893
120_454,0.8542204995693368
120_455,0.8104575163398693
120_456,0.8654306220095693
120_457,0.8551724137931035
120_458,0.849480112229741
120_459,0.825103305785124
120_460,0.9080675422138836
120_461,-1.0
69_411,-1.0
69_413,-1.0
69_416,-1.0
69_423,-1.0
